event,division,season,id
Queen City Tune Up 2015 (Women's),College,2015,1259
Presidents' Day Invitational 2015,College,2015,1260
T-Town Throwdown 2015 (Women),College,2015,1261
Commonwealth Cup 2015,College,2015,1262
Houston Antifreeze 2015,College,2015,1263
Moonlight Invite 2015,College,2015,1264
Flickadelphia B 2015,College,2015,1265
Space Jam 2015,College,2015,1266
Goucher Women's Round Robin 2015,College,2015,1267
UNH Casual Huck Under the Stars 2015,College,2015,1268
Music City Mash-Up 2015,College,2015,1269
B-ver Fever 2015,College,2015,1270
HaverRound (Robin) 2015,College,2015,1271
Women's College Centex 2015,College,2015,1272
CBB Winter Classic 2015,College,2015,1273
2015 NW Challenge,College,2015,1274
I-85 Rodeo 2015,College,2015,1275
Towsontown Throwdown 2015,College,2015,1276
D-I College Championships,College,2016,1277
D-III College Championships,College,2016,1278
Atlantic Coast D-I College Men's Regionals,College,2016,1279
Atlantic Coast D-III College Men's Regionals,College,2016,1280
Atlantic Coast Dev College Men's Regionals,College,2016,1281
Great Lakes D-I College Men's Regionals,College,2016,1282
Great Lakes D-III College Men's Regionals,College,2016,1283
Metro East D-I College Men's Regionals,College,2016,1284
Metro East D-III College Men's Regionals,College,2016,1285
New England D-I College Men's Regionals,College,2016,1286
New England D-III College Men's Regionals,College,2016,1287
New England Dev College Men's Regionals,College,2016,1288
North Central D-I College Men's Regionals,College,2016,1289
North Central D-III College Men's Regionals,College,2016,1290
Northwest D-I College Men's Regionals,College,2016,1291
Ohio Valley D-I College Men's Regionals,College,2016,1292
Ohio Valley D-III College Men's Regionals,College,2016,1293
South Central D-I College Men's Regionals,College,2016,1294
South Central D-III College Men's Regionals,College,2016,1295
Southeast D-I College Men's Regionals,College,2016,1296
Southeast D-III College Men's Regionals,College,2016,1297
Southwest D-I College Men's Regionals,College,2016,1298
Atlantic Coast D-I College Women's Regionals,College,2016,1299
Great Lakes D-I College Women's Regionals,College,2016,1300
Metro East D-I College Women's Regionals,College,2016,1301
Metro East D-III College Women's Regionals,College,2016,1302
New England D-I College Women's Regionals,College,2016,1303
New England D-III College Women's Regionals,College,2016,1304
North Central D-I College Women's Regionals,College,2016,1305
Northwest D-I College Women's Regionals,College,2016,1306
Ohio Valley D-I College Women's Regionals,College,2016,1307
Ohio Valley D-III College Women's Regionals,College,2016,1308
South Central D-I College Women's Regionals,College,2016,1309
Southeast D-I College Women's Regionals,College,2016,1310
Southwest D-I College Women's Regionals,College,2016,1311
Big Sky D-I College Men's CC,College,2016,1312
Cascadia D-I College Men's CC,College,2016,1313
Carolina D-I College Men's CC,College,2016,1314
Carolina D-III College Men's CC,College,2016,1315
Carolina Dev College Men's CC,College,2016,1316
Colonial D-I College Men's CC,College,2016,1317
Colonial Dev College Men's CC,College,2016,1318
Desert D-I College Men's CC,College,2016,1319
East Penn D-I College Men's CC,College,2016,1320
East Penn D-III College Men's CC,College,2016,1321
East Plains D-I College Men's CC,College,2016,1322
East Plains D-III College Men's CC,College,2016,1323
Eastern Southeast D-III College Men's CC,College,2016,1324
Florida D-I College Men's CC,College,2016,1325
Great Lakes Dev College Men's CC,College,2016,1326
Gulf Coast D-I College Men's CC,College,2016,1327
Hudson Valley D-1 College Men's CC,College,2016,1328
Hudson Valley D-III College Men's CC,College,2016,1329
Illinois D-I College Men's CC,College,2016,1330
Illinois D-III College Men's CC,College,2016,1331
Lake Superior D-I College Men's CC,College,2016,1332
Lake Superior D-III College Men's CC,College,2016,1333
Metro Boston D-I College Men's CC,College,2016,1334
Metro Boston D-III College Men's CC,College,2016,1335
Metro Boston Dev College Men's CC,College,2016,1336
Metro East Dev College Men's CC,College,2016,1337
Metro NY D-I College Men's CC,College,2016,1338
Metro NY D-III College Men's CC,College,2016,1339
Michigan D-I College Men's CC,College,2016,1340
North New England D-I College Men's CC,College,2016,1341
North New England D-III College Men's CC,College,2016,1342
North New England Dev College Men's CC,College,2016,1343
Northern Atlantic Coast D-III College Men's CC,College,2016,1344
Northern South Central D-III College Men's CC,College,2016,1345
North Texas D-I College Men's CC,College,2016,1346
Northwest D-III College Men's CC,College,2016,1347
Northwoods D-I College Men's CC,College,2016,1348
Northwoods D-III College Men's CC,College,2016,1349
Ohio D-I College Men's CC,College,2016,1350
Ohio D-III College Men's CC,College,2016,1351
Ohio Valley Dev College Men's CC,College,2016,1352
Ozarks D-I College Men's CC,College,2016,1353
NorCal D-I College Men's CC,College,2016,1354
Rocky Mountain D-I College Men's CC,College,2016,1355
SoCal D-I College Men's CC,College,2016,1356
Southeast Dev College Men's CC,College,2016,1357
Southern Appalachian D-I College Men's CC,College,2016,1358
South New England D-I College Men's CC,College,2016,1359
South New England D-III College Men's CC,College,2016,1360
South New England Dev College Men's CC,College,2016,1361
South Texas D-I College Men's CC,College,2016,1362
Southwest D-III College Men's CC,College,2016,1363
Southwest Dev College Men's CC,College,2016,1364
Texas D-III College Men's CC,College,2016,1365
Virginia D-I College Men's CC,College,2016,1366
Virginia Dev College Men's CC,College,2016,1367
Western NY D-I College Men's CC,College,2016,1368
Western NY D-III College Men's CC,College,2016,1369
West Penn D-I College Men's CC,College,2016,1370
West Penn D-III College Men's CC,College,2016,1371
West Plains D-I College Men's CC,College,2016,1372
West Plains D-III College Men's CC,College,2016,1373
Western Southeast D-III College Men's CC,College,2016,1374
Atlantic Coast Dev College Women's CC,College,2016,1375
Atlantic Coast D-III College Women's CC,College,2016,1376
Big Sky D-I College Women's CC,College,2016,1377
Carolina D-I College Women's CC,College,2016,1378
Cascadia D-I College Women's CC,College,2016,1379
Colonial D-I College Women's CC,College,2016,1380
Desert D-I College Women's CC,College,2016,1381
Eastern Great Lakes D-I College Women's CC,College,2016,1382
Eastern Metro East D-I College Women's CC,College,2016,1383
Eastern Metro East D-III College Women's CC,College,2016,1384
Florida D-I College Women's CC,College,2016,1385
Greater New England D-I College Women's CC,College,2016,1386
Great Lakes D-III College Women's CC,College,2016,1387
Gulf Coast D-I College Women's CC,College,2016,1388
NorCal D-I College Women's CC,College,2016,1389
Illinois D-I College Women's CC,College,2016,1390
Lake Superior D-I College Women's CC,College,2016,1391
Metro Boston D-I College Women's CC,College,2016,1392
Metro Boston D-III College Women's CC,College,2016,1393
New England Dev College Women's CC,College,2016,1394
