team,gender,division,city,state,region,section,id
Zero Gravity,Men,Club,,,,,2019
Huck If I Know,Men,Club,,,,,2020
Crude Ultimate,Men,Club,,,,,2021
Space City Eclipse,Men,Club,,,,,2022
Hypnotoad,Men,Club,,,,,2023
Riverside Messengers,Men,Club,,,,,2024
OHANA,Women,Club,,,,,2025
Pad See Ew,Mixed,Club,,,,,2026
Bexar Necessities,Mixed,Club,,,,,2027
Reckon,Men,Club,,,,,2028
Six Pack,Men,Club,,,,,2029
Old Hickory,Men,Club,,,,,2030
SAVAGEandahalf,Men,Club,,,,,2031
Cartel,Men,Club,,,,,2032
The Cat's Meow,Men,Club,,,,,2033
Key Rats,Men,Club,,,,,2034
Shotgun,Men,Club,,,,,2035
Prairie Squids,Men,Club,,,,,2036
Gunshine State Ultimate,Men,Club,,,,,2037
Jurassic,Men,Club,,,,,2038
Freaky Too,Men,Club,,,,,2039
Riders of Brohan,Men,Club,,,,,2040
Pilot,Men,Club,,,,,2041
Queen City Thunder,Men,Club,,,,,2042
North Carolina State,Men,Club,,,,,2043
Right Coast Lost Boys,Men,Club,,,,,2044
Steamworks,Men,Club,,,,,2045
Slugs,Men,Club,,,,,2046
Shadows,Men,Club,,,,,2047
Atlas,Men,Club,,,,,2048
Air Show,Men,Club,,,,,2049
Gridlock,Men,Club,,,,,2050
Pizza Party!,Mixed,Club,,,,,2051
Stack Cats,Mixed,Club,,,,,2052
Bob Marlin,Mixed,Club,,,,,2053
The Villains,Mixed,Club,,,,,2054
Cake,Mixed,Club,,,,,2055
Food Fight,Mixed,Club,,,,,2056
North Coast Disc Co,Mixed,Club,,,,,2057
Fighting Kirby's,Mixed,Club,,,,,2058
RedLine,Mixed,Club,,,,,2059
Los Penguinos,Mixed,Club,,,,,2060
Mason Jars,Mixed,Club,,,,,2061
Rail Yard,Mixed,Club,,,,,2062
Beautiful Animals,Mixed,Club,,,,,2063
X-Panda,Mixed,Club,,,,,2064
Moorestown Meeples,Mixed,Club,,,,,2065
Dix'Y'Chix,Mixed,Club,,,,,2066
Tramp Stamp,Mixed,Club,,,,,2067
Key Party!,Mixed,Club,,,,,2068
Dub Club,Mixed,Club,,,,,2069
Pan Fried Funk,Mixed,Club,,,,,2070
Happy Days,Mixed,Club,,,,,2071
Cream City Crooks,Mixed,Club,,,,,2072
Spirit Fowl,Mixed,Club,,,,,2073
Milnona,Mixed,Club,,,,,2074
Oomph,Mixed,Club,,,,,2075
Light Touching,Mixed,Club,,,,,2076
Troy's Bucket,Mixed,Club,,,,,2077
WHUF,Mixed,Club,,,,,2078
Blackfly,Mixed,Club,,,,,2079
Masters In Terror,Mixed,Club,,,,,2080
Providence Mob,Mixed,Club,,,,,2081
Beezer Ultimate,Mixed,Club,,,,,2082
SuckerPunch,Mixed,Club,,,,,2083
Reading Rainbow,Mixed,Club,,,,,2084
Craftier,Mixed,Club,,,,,2085
Snatch,Mixed,Club,,,,,2086
FLI,Mixed,Club,,,,,2087
Bodega Cats,Mixed,Club,,,,,2088
Golden Domes,Mixed,Club,,,,,2089
RUT,Mixed,Club,,,,,2090
A Moose Bouche,Mixed,Club,,,,,2091
Downpour,Mixed,Club,,,,,2092
Fools and Horses,Mixed,Club,,,,,2093
Swashington Undodgers,Mixed,Club,,,,,2094
Port Lager Ale,Mixed,Club,,,,,2095
Swag State,Mixed,Club,,,,,2096
#Margteam,Mixed,Club,,,,,2097
Turmoil,Mixed,Club,,,,,2098
Downstairs Mixup,Mixed,Club,,,,,2099
Boxcar,Mixed,Club,,,,,2100
BooneShaka!,Mixed,Club,,,,,2101
Mission Impossible,Mixed,Club,,,,,2102
Dinobots,Mixed,Club,,,,,2103
Greater Good,Mixed,Club,,,,,2104
Anarchy,Mixed,Club,,,,,2105
Gummi Bears,Mixed,Club,,,,,2106
Why So Serious?,Mixed,Club,,,,,2107
Feral Cows Sectionals 2014,Mixed,Club,,,,,2108
Remedy,Mixed,Club,,,,,2109
Humphreys,Mixed,Club,,,,,2110
TIE Penguins,Mixed,Club,,,,,2111
Ozone,Mixed,Club,,,,,2112
BUS,Women,Club,,,,,2113
DC MadDames,Women,Club,,,,,2114
VETO,Women,Club,,,,,2115
Harvard,Women,Club,,,,,2116
Wellesley College,Women,Club,,,,,2117
Bowdoin,Women,Club,,,,,2118
Bowdoin B,Women,Club,,,,,2119
Yale,Women,Club,,,,,2120
Columbia,Women,Club,,,,,2121
Connecticut,Women,Club,,,,,2122
Salt City Spirit,Women,Club,,,,,2123
Dartmouth,Women,Club,,,,,2124
Polaris,Women,Club,,,,,2125
Middlebury,Women,Club,,,,,2126
University of Vermont,Women,Club,,,,,2127
Mystik,Women,Club,,,,,2128
Smith,Women,Club,,,,,2129
Zephyr,Women,Club,,,,,2130
Reign,Women,Club,,,,,2131
Clapham Ultimate,Men,Club,,,,,2132
Iceni,Women,Club,,,,,2133
Birmingham,Men,Club,,,,,2134
Jello Yackets,Men,Club,,,,,2135
Dune Cats,Men,Club,,,,,2136
Blade,Men,Club,,,,,2137
Lagniappe,Men,Club,,,,,2138
NOLA Women,Women,Club,,,,,2139
Golden Girls,Women,Club,,,,,2140
The Ghosts,Men,Club,,,,,2141
Los Heros,Men,Club,,,,,2142
Strictly Bidness,Mixed,Club,,,,,2143
A Cappella Ultimate,Men,Club,,,,,2144
SOUP Dynasty,Mixed,Club,,,,,2145
Carlos Danger,Mixed,Club,,,,,2146
Free Ride,Mixed,Club,,,,,2147
The Blake Larson Experience,Mixed,Club,,,,,2148
pARCHed,Mixed,Club,,,,,2149
"Hooray for Coed, Hooray!",Mixed,Club,,,,,2150
Lady Condors,Women,Club,,,,,2151
UPA,Mixed,Club,,,,,2152
Black Sheep,Men,Club,,,,,2153
Spin-Itch,Men,Club,,,,,2154
Maverick,Men,Club,,,,,2155
Bounty Hunters,Men,Club,,,,,2156
RoadHouse,Men,Club,,,,,2157
8$OLD SOL,Men,Club,,,,,2158
Bear Proof,Men,Club,,,,,2159
Takers,Men,Club,,,,,2160
Mockingbird,Men,Club,,,,,2161
KING,Men,Club,,,,,2162
Anger Management,Men,Club,,,,,2163
Rip City Ultimate,Men,Club,,,,,2164
Tune Squad,Men,Club,,,,,2165
Plex,Men,Club,,,,,2166
Fénix Ultimate,Men,Club,,,,,2167
Right coast,Men,Club,,,,,2168
NME,Men,Club,,,,,2169
BaNC,Men,Club,,,,,2170
Sour Mash,Men,Club,,,,,2171
Frisbee Football All Stars,Men,Club,,,,,2172
Dream Killas,Mixed,Club,,,,,2173
MixCats,Mixed,Club,,,,,2174
Pileup,Mixed,Club,,,,,2175
The Muffin Men,Mixed,Club,,,,,2176
LoveBomb,Mixed,Club,,,,,2177
Distelfink,Mixed,Club,,,,,2178
Wingdings,Mixed,Club,,,,,2179
Minneapolis Millers,Mixed,Club,,,,,2180
Quest,Mixed,Club,,,,,2181
Lake Avengers,Mixed,Club,,,,,2182
Mental Toss Flycoons,Mixed,Club,,,,,2183
RoC'n'CoC'em,Mixed,Club,,,,,2184
BLOB,Mixed,Club,,,,,2185
tHUMP,Mixed,Club,,,,,2186
Lakefire,Mixed,Club,,,,,2187
KOD,Mixed,Club,,,,,2188
9Hammer,Mixed,Club,,,,,2189
DUMDUMs,Mixed,Club,,,,,2190
LoveShack,Mixed,Club,,,,,2191
BAREFOOT,Mixed,Club,,,,,2192
Boomslang,Women,Club,,,,,2193
LoCo,Women,Club,,,,,2194
Seattle Grind,Women,Club,,,,,2195
Wavz,Women,Club,,,,,2196
Deadly Viper Assassination Squad,Women,Club,,,,,2197
Ascension,Men,Club,,,,,2198
Kekionga,Men,Club,,,,,2199
Vortex,Men,Club,,,,,2200
Dirty D,Men,Club,,,,,2201
Hustle,Men,Club,,,,,2202
DMV,Men,Club,,,,,2203
Beltway Bullets,Men,Club,,,,,2204
Club Horse,Men,Club,,,,,2205
RUYO,Men,Club,,,,,2206
boi to the oioi,Men,Club,,,,,2207
PowderKeg,Men,Club,,,,,2208
Garden State Thruway,Men,Club,,,,,2209
Lehigh,Men,Club,,,,,2210
NorthStar HOUSE United,Men,Club,,,,,2211
DingWop,Men,Club,,,,,2212
Doobie Brothers,Men,Club,,,,,2213
Lincoln Prep,Men,Club,,,,,2214
Breakers,Men,Club,,,,,2215
Allen's Army,Men,Club,,,,,2216
Voodoo Child,Men,Club,,,,,2217
Fat and Mediocre,Men,Club,,,,,2218
Caliber,Men,Club,,,,,2219
"Good Kid, B.A.D. City",Men,Club,,,,,2220
Genny Light,Men,Club,,,,,2221
NXTMNS,Men,Club,,,,,2222
Fetch,Men,Club,,,,,2223
Grey,Men,Club,,,,,2224
Get Off My Lawn,Men,Club,,,,,2225
Inferno,Men,Club,,,,,2226
Big Rock Masters,Men,Club,,,,,2227
Spirit Quest,Men,Club,,,,,2228
Bulldawg Ultimate,Men,Club,,,,,2229
Evergreen,Men,Club,,,,,2230
Vertigo,Men,Club,,,,,2231
Cerberus,Men,Club,,,,,2232
Torch,Men,Club,,,,,2233
Woolly Mammoth,Men,Club,,,,,2234
Hammerhead,Men,Club,,,,,2235
Memphis Belle,Men,Club,,,,,2236
SouthBeast,Men,Club,,,,,2237
Rocket City Rampage,Men,Club,,,,,2238
Hammer Bros,Men,Club,,,,,2239
Turbine X,Men,Club,,,,,2240
SHADOWS 2015-Open,Men,Club,,,,,2241
Mission Impossible,Men,Club,,,,,2242
Sons,Men,Club,,,,,2243
strike,Men,Club,,,,,2244
Mission Impossible Ghost Protocol,Men,Club,,,,,2245
Maximum Security,Men,Club,,,,,2246
The UPA,Mixed,Club,,,,,2247
Los  Heros,Mixed,Club,,,,,2248
Clubumbus,Mixed,Club,,,,,2249
Fifth Element,Mixed,Club,,,,,2250
Bro Kittens,Mixed,Club,,,,,2251
The Barefoot Bungle Happens at Forbes St,Mixed,Club,,,,,2252
Pandas,Mixed,Club,,,,,2253
Hatch,Mixed,Club,,,,,2254
Dix y Chix,Mixed,Club,,,,,2255
Nonsuch Ultimate,Mixed,Club,,,,,2256
Coalition Ultimate,Mixed,Club,,,,,2257
Carleton Alumni Team,Mixed,Club,,,,,2258
TMI,Mixed,Club,,,,,2259
Brew City Bandits,Mixed,Club,,,,,2260
Team Rocket,Mixed,Club,,,,,2261
GooNEs,Mixed,Club,,,,,2262
Shipwreck,Mixed,Club,,,,,2263
MildCard,Mixed,Club,,,,,2264
Rising Tide,Mixed,Club,,,,,2265
Kong,Mixed,Club,,,,,2266
T-Rex,Mixed,Club,,,,,2267
Dixon Melons,Mixed,Club,,,,,2268
BoZoollings,Mixed,Club,,,,,2269
Flying Circus Disc Club,Mixed,Club,,,,,2270
Trash Bears,Mixed,Club,,,,,2271
Force Collins,Mixed,Club,,,,,2272
Spring Loaded,Mixed,Club,,,,,2273
bHUMP,Mixed,Club,,,,,2274
Special Tactics,Mixed,Club,,,,,2275
cHUMP,Mixed,Club,,,,,2276
Hammerheads,Mixed,Club,,,,,2277
Alamo Flow,Mixed,Club,,,,,2278
JUSDISC LEAGUE,Mixed,Club,,,,,2279
Atomic Drop,Mixed,Club,,,,,2280
BlueSails,Mixed,Club,,,,,2281
Burn Cycle,Mixed,Club,,,,,2282
k0d,Mixed,Club,,,,,2283
Turnip The Beets,Mixed,Club,,,,,2284
Bernardo,Mixed,Club,,,,,2285
Ursa Major,Mixed,Club,,,,,2286
Feral Cows 2015,Mixed,Club,,,,,2287
Fastlane,Mixed,Club,,,,,2288
Crippled Frown Tour,Mixed,Club,,,,,2289
Nichibei Drift,Mixed,Club,,,,,2290
Fiesta,Mixed,Club,,,,,2291
Dayton,Women,Club,,,,,2292
Shadowbox,Women,Club,,,,,2293
Silver Lineish,Women,Club,,,,,2294
Curved,Women,Club,,,,,2295
SugarRush,Women,Club,,,,,2296
Polaris - Domino,Women,Club,,,,,2297
Malafama Ultimate Club,Women,Club,,,,,2298
Chick Flicks,Women,Club,,,,,2299
Gravity,Women,Club,,,,,2300
Great Britain,Men,Club,,,,,2301
Inside Rakete,Men,Club,,,,,2302
Ellipsis,Mixed,Club,,,,,2303
Feral Cows Cal States 2015,Mixed,Club,,,,,2304
Buds,Men,Club,,,,,2305
Colorado Cutthroat,Men,Club,,,,,2306
Spring ReLoaded,Mixed,Club,,,,,2307
Mixtape,Mixed,Club,,,,,2308
Snorkel Kittens,Men,Club,,,,,2309
Larry,Men,Club,,,,,2310
Dim Sun,Men,Club,,,,,2311
Flatline,Men,Club,,,,,2312
Ivy,Women,Club,,,,,2313
U23 Women's National Team,Women,Club,,,,,2314
Team Canada U23 - Women,Women,Club,,,,,2315
Wendigo,Women,Club,,,,,2316
Shotgun Betty,Women,Club,,,,,2317
gunshrimp,Men,Club,,,,,2318
Borderline Ultimate,Mixed,Club,,,,,2319
Elements,Men,Club,,,,,2320
NSOM,Men,Club,,,,,2321
Magma,Men,Club,,,,,2322
BUDA Open,Men,Club,,,,,2323
Magma 2,Men,Club,,,,,2324
Seleccion Antioquia Sub 17,Men,Club,,,,,2325
Galaxy Swag Universe,Men,Club,,,,,2326
Independence,Women,Club,,,,,2327
Exo,Women,Club,,,,,2328
Plow,Women,Club,,,,,2329
Lotus,Women,Club,,,,,2330
Bessarion,Mixed,Club,,,,,2331
GB Mixed,Mixed,Club,,,,,2332
Team Canada U23 - Mixed,Mixed,Club,,,,,2333
Tejas,Men,Club,,,,,2334
Open Carry,Men,Club,,,,,2335
Deaf Fruit,Men,Club,,,,,2336
Hype,Men,Club,,,,,2337
Jr. Roughnecks,Men,Club,,,,,2338
Houston Helix,Men,Club,,,,,2339
Flash Flood!,Men,Club,,,,,2340
ohana means family,Women,Club,,,,,2341
Temptress,Women,Club,,,,,2342
LadyMeat,Mixed,Club,,,,,2343
Right Coast Ultimate,Men,Club,,,,,2344
Snow Bird,Men,Club,,,,,2345
Fables,Mixed,Club,,,,,2346
NRG,Men,Club,,,,,2347
Nashvillains YCC U19 Open,Men,Club,,,,,2348
Steel Magnolia,Women,Club,,,,,2349
Refinery,Men,Club,,,,,2350
Triforce,Men,Club,,,,,2351
SideWall,Men,Club,,,,,2352
Deadrise,Men,Club,,,,,2353
LouFriendly,Men,Club,,,,,2354
Schlammhase,Mixed,Club,,,,,2355
Humidity,Men,Club,,,,,2356
Chicago YCC U-19,Men,Club,,,,,2357
SEMI,Men,Club,,,,,2358
Liquid Hustle B,Mixed,Club,,,,,2359
Jabba the Huck,Mixed,Club,,,,,2360
Bluffdragons,Mixed,Club,,,,,2361
Devyl U19B,Men,Club,,,,,2362
Bunka Shutter Buzz Bullets,Men,Club,,,,,2363
Toaster,Mixed,Club,,,,,2364
Mister Rodgers' Neighborhood Watch,Mixed,Club,,,,,2365
Harvard,Mixed,Club,,,,,2366
Squall,Mixed,Club,,,,,2367
Feral Cows Revolution 2015,Mixed,Club,,,,,2368
Grand Army.,Mixed,Club,,,,,2369
Vertigo,Mixed,Club,,,,,2370
Despicable Tree,Mixed,Club,,,,,2371
Green Mountain Mixed GMX,Mixed,Club,,,,,2372
All Aboard,Mixed,Club,,,,,2373
x C,Mixed,Club,,,,,2374
Stony Brook Club,Mixed,Club,,,,,2375
Rogue,Women,Club,,,,,2376
Silver Line,Women,Club,,,,,2377
Rut-ro,Women,Club,,,,,2378
Filthy Gorgeous,Women,Club,,,,,2379
Dig,Men,Club,,,,,2380
Four,Men,Club,,,,,2381
Schweingeist,Men,Club,,,,,2382
South Shore Line,Men,Club,,,,,2383
Pesterbug,Men,Club,,,,,2384
Boston Baked Beans,Men,Club,,,,,2385
Ham,Men,Club,,,,,2386
DTH,Men,Club,,,,,2387
Dallas United: Desperados,Men,Club,,,,,2388
Premium,Men,Club,,,,,2389
Singlewide,Men,Club,,,,,2390
Dallas United: Outlaws,Men,Club,,,,,2391
Rush Hour,Men,Club,,,,,2392
Republic,Men,Club,,,,,2393
Asylum,Mixed,Club,,,,,2394
Chef Curry with the Pot,Mixed,Club,,,,,2395
Blowing Heat 2.0,Mixed,Club,,,,,2396
PleasureTown,Mixed,Club,,,,,2397
Heartless,Mixed,Club,,,,,2398
Titan NE,Mixed,Club,,,,,2399
Crash,Mixed,Club,,,,,2400
Friday Night Couch,Mixed,Club,,,,,2401
Big,Mixed,Club,,,,,2402
BoyShe,Mixed,Club,,,,,2403
Misfits,Mixed,Club,,,,,2404
Sellout,Mixed,Club,,,,,2405
"All Jeeps, All Night",Mixed,Club,,,,,2406
Crush,Mixed,Club,,,,,2407
G-Unit,Mixed,Club,,,,,2408
Method,Mixed,Club,,,,,2409
Nemesis,Mixed,Club,,,,,2410
Notorious C.L.E.,Mixed,Club,,,,,2411
Sureshot,Mixed,Club,,,,,2412
Rival,Mixed,Club,,,,,2413
Indy Rogue,Mixed,Club,,,,,2414
Dish,Mixed,Club,,,,,2415
Helix,Mixed,Club,,,,,2416
Sparks,Mixed,Club,,,,,2417
Green,Women,Club,,,,,2418
Lockdown,Women,Club,,,,,2419
Savage,Women,Club,,,,,2420
fiasco,Women,Club,,,,,2421
Hoax,Women,Club,,,,,2422
Phoenix Uprising,Women,Club,,,,,2423
The Roofing Co.,Men,Club,,,,,2424
Black Penguins Club,Men,Club,,,,,2425
Baemaker,Men,Club,,,,,2426
Los Beeros,Men,Club,,,,,2427
AK Pipeline,Men,Club,,,,,2428
Low Five,Men,Club,,,,,2429
Solar Eclipse,Men,Club,,,,,2430
Munch Box,Men,Club,,,,,2431
Jelly Straus,Men,Club,,,,,2432
Shockoe Slip Flatball Club,Men,Club,,,,,2433
HB Boys,Men,Club,,,,,2434
First Order,Men,Club,,,,,2435
Garden Party,Men,Club,,,,,2436
Pittsburgh Puppies,Men,Club,,,,,2437
AOL All Outta Love,Men,Club,,,,,2438
Path of Totality,Men,Club,,,,,2439
Barden Btate Bultimate,Men,Club,,,,,2440
houSE,Men,Club,,,,,2441
Snip Snip,Men,Club,,,,,2442
Cream City Crooks,Men,Club,,,,,2443
Green Bay Quackers,Men,Club,,,,,2444
Auxiliary,Men,Club,,,,,2445
Dredge,Men,Club,,,,,2446
The Silent Flatballers,Men,Club,,,,,2447
Connecticut Connvicts,Men,Club,,,,,2448
East Rock Candy Mountain,Men,Club,,,,,2449
Buffalo Ultimate,Men,Club,,,,,2450
MaverNads,Men,Club,,,,,2451
Shades,Men,Club,,,,,2452
Mutiny,Men,Club,,,,,2453
Club M - Rage,Men,Club,,,,,2454
Union,Men,Club,,,,,2455
SURE,Men,Club,,,,,2456
Cloverleaf,Men,Club,,,,,2457
The Bucket Brigade,Men,Club,,,,,2458
Spring Creek Ascension,Men,Club,,,,,2459
Dallas United: Neato Banditos,Men,Club,,,,,2460
Holy City Heathens,Men,Club,,,,,2461
Chattanooga Gentlemen's Club,Men,Club,,,,,2462
Right Coast,Men,Club,,,,,2463
Ultimate Impact,Men,Club,,,,,2464
Gulls,Men,Club,,,,,2465
Thundersnow,Men,Club,,,,,2466
North Coast Disc Co.,Mixed,Club,,,,,2467
Doppler Effect,Mixed,Club,,,,,2468
Petey's Parrots,Mixed,Club,,,,,2469
The Greatest Team in America,Mixed,Club,,,,,2470
MxD,Mixed,Club,,,,,2471
Flat Earth Club,Mixed,Club,,,,,2472
Family Julez,Mixed,Club,,,,,2473
Lovebomb,Mixed,Club,,,,,2474
Sabotage,Mixed,Club,,,,,2475
Bitmap,Mixed,Club,,,,,2476
N.A.B.P.S. Not Awesome But Pretty Solid,Mixed,Club,,,,,2477
Blitzkrieg,Mixed,Club,,,,,2478
FENOD & Friends,Mixed,Club,,,,,2479
#Beez,Mixed,Club,,,,,2480
#Birdz,Mixed,Club,,,,,2481
Alternative Stacks,Mixed,Club,,,,,2482
Powermove,Mixed,Club,,,,,2483
Pink Pear,Mixed,Club,,,,,2484
defunct,Mixed,Club,,,,,2485
Oh My!,Mixed,Club,,,,,2486
Makeshift Returns,Mixed,Club,,,,,2487
OMBU,Mixed,Club,,,,,2488
Springs Mixed Ulty Team SMUT,Mixed,Club,,,,,2489
Freetail,Mixed,Club,,,,,2490
Flicks and Chill,Mixed,Club,,,,,2491
Sun Bats,Mixed,Club,,,,,2492
HORUS ULTIMATE TEAM,Mixed,Club,,,,,2493
TAU,Mixed,Club,,,,,2494
Sir Walter Rowdy,Mixed,Club,,,,,2495
Lawn Patrol,Mixed,Club,,,,,2496
Mimosas,Mixed,Club,,,,,2497
AC Bandits,Mixed,Club,,,,,2498
Glitter Bomb,Mixed,Club,,,,,2499
Taco Truck PNC,Mixed,Club,,,,,2500
Swing,Mixed,Club,,,,,2501
¡Fiesta!,Mixed,Club,,,,,2502
Sparks,Women,Club,,,,,2503
Jinx,Women,Club,,,,,2504
BMN,Women,Club,,,,,2505
Fresh Grannies,Women,Club,,,,,2506
Seattle Beat,Women,Club,,,,,2507
Monsoon Ultimate,Women,Club,,,,,2508
CUS Bologna,Men,Club,,,,,2509
Club Deportivo Revolution,Women,Club,,,,,2510
uno,Women,Club,,,,,2511
MUD,Women,Club,,,,,2512
SHINSHU LOOSE,Mixed,Club,,,,,2513
FIRE ULTIMATE CLUB,Mixed,Club,,,,,2514
Team Mexico,Mixed,Club,,,,,2515
Dream Team Frisbee,Mixed,Club,,,,,2516
Friend Zone,Mixed,Club,,,,,2517
BUDA,Men,Club,,,,,2518
Somerville Boys and Girls,Men,Club,,,,,2519
BLADE,Women,Club,,,,,2520
BUDA,Women,Club,,,,,2521
EXO,Women,Club,,,,,2522
spokane flatline,Men,Club,,,,,2523
T.R.W.F.B.,Men,Club,,,,,2524
Flicky Stardust and the Cutters From Mars,Men,Club,,,,,2525
Old Growth,Men,Club,,,,,2526
Huck the Patriarchy,Women,Club,,,,,2527
Black Market X,Men,Club,,,,,2528
Black Market Y,Men,Club,,,,,2529
Cincinnati Flying Piglet,Men,Club,,,,,2530
Transatlantic Danger Zone,Men,Club,,,,,2531
AndyGator,Men,Club,,,,,2532
Texas Two Step,Men,Club,,,,,2533
VIP Club,Mixed,Club,,,,,2534
Get A Baby,Mixed,Club,,,,,2535
Pocket City Approach,Mixed,Club,,,,,2536
Mixed Results,Mixed,Club,,,,,2537
Impulse,Men,Club,,,,,2538
JABBA,Mixed,Club,,,,,2539
Jared Lorenzen Project,Mixed,Club,,,,,2540
Dumpster Fire,Mixed,Club,,,,,2541
BRUH,Mixed,Club,,,,,2542
Kettering,Men,Club,,,,,2543
Rising Tide,Men,Club,,,,,2544
defunct,Men,Club,,,,,2545
Rip Tide,Women,Club,,,,,2546
Austin Amigos,Men,Club,,,,,2547
SA Spares,Men,Club,,,,,2548
Marxmen,Men,Club,,,,,2549
Local 613,Mixed,Club,,,,,2550
Coastal Empire,Men,Club,,,,,2551
CerB WerB,Men,Club,,,,,2552
Dragon Army,Men,Club,,,,,2553
Gravy Train Wreck,Men,Club,,,,,2554
RuffSide,Men,Club,,,,,2555
Swipe >,Mixed,Club,,,,,2556
Mississippi Valley Tundra Swans,Men,Club,,,,,2557
Rogue Grimace,Men,Club,,,,,2558
ALTimate Brews,Mixed,Club,,,,,2559
Madd Dogg,Men,Club,,,,,2560
Utah Swarm Mixed + friends,Mixed,Club,,,,,2561
INcognito,Mixed,Club,,,,,2562
Serial Crusher Theory,Mixed,Club,,,,,2563
Mixed Pi,Mixed,Club,,,,,2564
Notorious P.I.G.,Mixed,Club,,,,,2565
Slam,Mixed,Club,,,,,2566
Philadelphia Forge Mixed,Mixed,Club,,,,,2567
NEKUD,Mixed,Club,,,,,2568
Dinosaur,Women,Club,,,,,2569
Blackbuck,Men,Club,,,,,2570
New Amsterdam,Men,Club,,,,,2571
Orlando Citronauts,Men,Club,,,,,2572
Phalanx,Men,Club,,,,,2573
Shenanigans,Men,Club,,,,,2574
Nassau,Mixed,Club,,,,,2575
MTF,Mixed,Club,,,,,2576
ROC'em,Mixed,Club,,,,,2577
Kermit Roosevelt Jr.,Mixed,Club,,,,,2578
Orlando Friends,Mixed,Club,,,,,2579
B-Yard,Men,Club,,,,,2580
Spoiler Ice,Men,Club,,,,,2581
Pi,Men,Club,,,,,2582
Heavy Rescue,Men,Club,,,,,2583
Navy,Men,Club,,,,,2584
Club House,Men,Club,,,,,2585
Carleton Alumni Team,Men,Club,,,,,2586
Diglett,Men,Club,,,,,2587
Jerk Factory,Men,Club,,,,,2588
NXTMNS1,Men,Club,,,,,2589
Shades of Grey,Men,Club,,,,,2590
G Street,Men,Club,,,,,2591
Club M - Inferno,Men,Club,,,,,2592
Club M - Mephisto,Men,Club,,,,,2593
Big Rock,Men,Club,,,,,2594
Octane,Men,Club,,,,,2595
Lago de Fuego,Men,Club,,,,,2596
HangTime Ultimate,Men,Club,,,,,2597
Vicious Cycle: Doggers Edition,Men,Club,,,,,2598
GirthQuake,Men,Club,,,,,2599
MS,Men,Club,,,,,2600
Misfit,Men,Club,,,,,2601
Sculpin,Men,Club,,,,,2602
North Coast,Mixed,Club,,,,,2603
WOOcestershire Sauce,Mixed,Club,,,,,2604
Goosebumps and Hucks,Mixed,Club,,,,,2605
Lord Fairfax,Mixed,Club,,,,,2606
Fuster,Mixed,Club,,,,,2607
Norfolkin' Around,Mixed,Club,,,,,2608
The Herd,Mixed,Club,,,,,2609
Mystery Box,Mixed,Club,,,,,2610
Baba Yaga/Dack,Mixed,Club,,,,,2611
Hasselhoff's Rolex,Mixed,Club,,,,,2612
Gecko,Mixed,Club,,,,,2613
Pronghorn,Mixed,Club,,,,,2614
Tragic Magic,Mixed,Club,,,,,2615
Rainier Mountaineers,Mixed,Club,,,,,2616
Victoria Mixed,Mixed,Club,,,,,2617
Springs Mixed Ultimate Team SMUT,Mixed,Club,,,,,2618
Kowabunga,Mixed,Club,,,,,2619
Charlotte Ultimate League Team,Mixed,Club,,,,,2620
Cold Snap,Women,Club,,,,,2621
Party Animals,Women,Club,,,,,2622
Club Mint,Women,Club,,,,,2623
slowhana,Women,Club,,,,,2624
Thundercats,Women,Club,,,,,2625
Ki.e,Men,Club,,,,,2626
Urutau,Men,Club,,,,,2627
Panamá,Mixed,Club,,,,,2628
Voltaje U.C,Mixed,Club,,,,,2629
Buzzkill,Men,Club,,,,,2630
Bullet X,Men,Club,,,,,2631
Real Atlanta,Men,Club,,,,,2632
Skyline,Men,Club,,,,,2633
BigWheel,Men,Club,,,,,2634
flATLine,Mixed,Club,,,,,2635
Purple Rain,Men,Club,,,,,2636
Afterburn,Men,Club,,,,,2637
ZFG,Women,Club,,,,,2638
Boy-She,Mixed,Club,,,,,2639
Qub,Women,Club,,,,,2640
COLOMBIA U19 MIXED TEAM,Mixed,Club,,,,,2641
Smoke,Men,Club,,,,,2642
Sally Ride,Women,Club,,,,,2643
Huntsville Method,Mixed,Club,,,,,2644
B.L.O.B.,Men,Club,,,,,2645
Hot Flash,Women,Club,,,,,2646
Helix,Men,Club,,,,,2647
Spf5000,Men,Club,,,,,2648
Surfside,Men,Club,,,,,2649
Goon Squad,Men,Club,,,,,2650
Stump Kids,Mixed,Club,,,,,2651
Whiskeyjacks,Men,Club,,,,,2652
Name in the Wind,Women,Club,,,,,2653
Black Cans & Highlands,Men,Club,,,,,2654
NC Hammer,Men,Club,,,,,2655
Florida Youth Ultimate All Star Team,Men,Club,,,,,2656
Old Man Winter,Men,Club,,,,,2657
Mississippi Valley Rivermen,Men,Club,,,,,2658
Surly MUDI,Men,Club,,,,,2659
Minnesota Superior A,Men,Club,,,,,2660
Superior 2,Men,Club,,,,,2661
Old and Busted,Men,Club,,,,,2662
Presidio,Men,Club,,,,,2663
Bear Fax,Men,Club,,,,,2664
First Order,Mixed,Club,,,,,2665
Boone!Shaka,Mixed,Club,,,,,2666
B.L.U.R.Foot,Mixed,Club,,,,,2667
Sexy Use of Plaid,Women,Club,,,,,2668
Sock Guy,Mixed,Club,,,,,2669
Rhino Slam,Men,Club,,,,,2670
Greater Gary Goblins Y,Men,Club,,,,,2671
BlackER Market,Men,Club,,,,,2672
